id,end_update_time,province,city,county,address,type
23,2022-11-28 11时,北京市,朝阳区,呼家楼街道,呼家楼南里31号楼5单元,高风险
24,2022-11-28 11时,北京市,朝阳区,呼家楼街道,金台里（中区）15号楼,高风险
25,2022-11-28 11时,北京市,朝阳区,呼家楼街道,首创天禧1号楼,高风险
26,2022-11-28 11时,北京市,朝阳区,朝外街道,朝阳门南大街22号楼,高风险
27,2022-11-28 11时,北京市,朝阳区,朝外街道,朝阳门南大街甲12号楼,高风险
28,2022-11-28 11时,北京市,朝阳区,朝外街道,工体南路小区5号楼,高风险
29,2022-11-28 11时,北京市,朝阳区,朝外街道,工体西里小区1号楼,高风险
30,2022-11-28 11时,北京市,朝阳区,朝外街道,三丰里2号楼4单元,高风险
31,2022-11-28 11时,北京市,朝阳区,朝外街道,芳草地西街11号楼2单元,高风险
32,2022-11-28 11时,北京市,朝阳区,朝外街道,芳草苑6号楼11单元,高风险
33,2022-11-28 11时,北京市,朝阳区,朝外街道,芳草地西街12号楼（除1单元）,高风险
34,2022-11-28 11时,北京市,朝阳区,朝外街道,朝外MEN公寓C座,高风险
35,2022-11-28 11时,北京市,朝阳区,朝外街道,芳草苑6号楼4单元,高风险
36,2022-11-28 11时,北京市,朝阳区,朝外街道,工体西里5号楼1单元,高风险
37,2022-11-28 11时,北京市,朝阳区,朝外街道,东大桥路43号楼1单元,高风险
38,2022-11-28 11时,北京市,朝阳区,朝外街道,市场街16号楼1单元,高风险
39,2022-11-28 11时,北京市,朝阳区,朝外街道,吉庆里11号楼7单元,高风险
40,2022-11-28 11时,北京市,朝阳区,双井街道,垂杨柳北里3号楼北里4号楼及平房区域,高风险
41,2022-11-28 11时,北京市,朝阳区,双井街道,广渠路29号院九龙花园小区3号楼1、2单元,高风险
42,2022-11-28 11时,北京市,朝阳区,双井街道,广渠路29号院九龙花园小区3号楼（除1、2单元）,高风险
43,2022-11-28 11时,北京市,朝阳区,双井街道,广渠路29号院九龙花园小区5号楼A单元,高风险
44,2022-11-28 11时,北京市,朝阳区,双井街道,后现代城16号楼,高风险
45,2022-11-28 11时,北京市,朝阳区,双井街道,劲松路3号楼1单元,高风险
46,2022-11-28 11时,北京市,朝阳区,双井街道,双花园南里2区3号楼,高风险
47,2022-11-28 11时,北京市,朝阳区,双井街道,双花园南里一区南院8号楼4单元,高风险
48,2022-11-28 11时,北京市,朝阳区,双井街道,天力街19号院6号楼,高风险
49,2022-11-28 11时,北京市,朝阳区,双井街道,垂杨柳北里16号楼东单元,高风险
50,2022-11-28 11时,北京市,朝阳区,双井街道,垂杨柳北里1号楼,高风险
51,2022-11-28 11时,北京市,朝阳区,双井街道,垂杨柳西里1楼4单元,高风险
52,2022-11-28 11时,北京市,朝阳区,双井街道,垂杨柳中里乙1楼1单元、2单元,高风险
53,2022-11-28 11时,北京市,朝阳区,双井街道,富力城小区A区9号楼中塔,高风险
54,2022-11-28 11时,北京市,朝阳区,双井街道,广渠门外大街32号楼,高风险
55,2022-11-28 11时,北京市,朝阳区,双井街道,后现代城10号楼,高风险
56,2022-11-28 11时,北京市,朝阳区,双井街道,后现代城8号楼,高风险
57,2022-11-28 11时,北京市,朝阳区,双井街道,华彩宾馆,高风险
58,2022-11-28 11时,北京市,朝阳区,双井街道,非常生活,高风险
59,2022-11-28 11时,北京市,朝阳区,双井街道,金茂府1号楼,高风险
60,2022-11-28 11时,北京市,朝阳区,双井街道,广渠门外大街6号院5号楼,高风险
61,2022-11-28 11时,北京市,朝阳区,双井街道,九龙花园3号楼,高风险
62,2022-11-28 11时,北京市,朝阳区,双井街道,易构空间6号楼,高风险
63,2022-11-28 11时,北京市,朝阳区,双井街道,垂杨柳西里11楼3单元,高风险
64,2022-11-28 11时,北京市,朝阳区,双井街道,垂杨柳北里40号楼,高风险
65,2022-11-28 11时,北京市,朝阳区,双井街道,垂杨柳西里7楼2单元,高风险
66,2022-11-28 11时,北京市,朝阳区,双井街道,富力城A3号楼西塔,高风险
67,2022-11-28 11时,北京市,朝阳区,双井街道,后现代城13号楼,高风险
68,2022-11-28 11时,北京市,朝阳区,双井街道,九龙花园小区3号楼2单元,高风险
69,2022-11-28 11时,北京市,朝阳区,双井街道,九龙花园小区5号楼A座,高风险
70,2022-11-28 11时,北京市,朝阳区,双井街道,乐成国际小区5号楼3单元,高风险
71,2022-11-28 11时,北京市,朝阳区,双井街道,苹果小区2号楼A座,高风险
72,2022-11-28 11时,北京市,朝阳区,双井街道,金茂府北区9号楼1单元,高风险
73,2022-11-28 11时,北京市,朝阳区,双井街道,和平村F区4号楼2单元,高风险
74,2022-11-28 11时,北京市,朝阳区,双井街道,石韵浩庭小区5号楼1单元,高风险
75,2022-11-28 11时,北京市,朝阳区,双井街道,石韵浩庭小区4号楼1单元,高风险
76,2022-11-28 11时,北京市,朝阳区,双井街道,瑞志酒店,高风险
77,2022-11-28 11时,北京市,朝阳区,双井街道,后现代城6号楼E、F单元,高风险
78,2022-11-28 11时,北京市,朝阳区,双井街道,天力街19号院3号楼,高风险
79,2022-11-28 11时,北京市,朝阳区,双井街道,和平村F区2号楼,高风险
80,2022-11-28 11时,北京市,朝阳区,三里屯街道,北三里社区南35号楼4单元,高风险
81,2022-11-28 11时,北京市,朝阳区,三里屯街道,东三里社区中8号楼2单元,高风险
82,2022-11-28 11时,北京市,朝阳区,三里屯街道,富力爱丁堡C座、D座,高风险
83,2022-11-28 11时,北京市,朝阳区,三里屯街道,南三里屯社区西13号院4号楼1单元,高风险
84,2022-11-28 11时,北京市,朝阳区,三里屯街道,南三里屯新三楼2单元,高风险
85,2022-11-28 11时,北京市,朝阳区,三里屯街道,幸福二村34号楼10单元,高风险
86,2022-11-28 11时,北京市,朝阳区,三里屯街道,幸福广场39号楼3单元,高风险
87,2022-11-28 11时,北京市,朝阳区,三里屯街道,中纺东里26号楼1单元,高风险
88,2022-11-28 11时,北京市,朝阳区,三里屯街道,中纺里40号楼,高风险
89,2022-11-28 11时,北京市,朝阳区,三里屯街道,中纺里4号楼、5号楼,高风险
90,2022-11-28 11时,北京市,朝阳区,三里屯街道,北小街4号楼,高风险
91,2022-11-28 11时,北京市,朝阳区,三里屯街道,三里屯soho12号公寓,高风险
92,2022-11-28 11时,北京市,朝阳区,三里屯街道,永利国际1单元,高风险
93,2022-11-28 11时,北京市,朝阳区,三里屯街道,永利国际2单元,高风险
94,2022-11-28 11时,北京市,朝阳区,三里屯街道,中纺里5号楼1单元,高风险
95,2022-11-28 11时,北京市,朝阳区,三里屯街道,北三里社区南30号楼,高风险
96,2022-11-28 11时,北京市,朝阳区,管庄（地区）乡,管庄东里55号楼2单元,高风险
97,2022-11-28 11时,北京市,朝阳区,管庄（地区）乡,双桥东路3号院2号楼3单元,高风险
98,2022-11-28 11时,北京市,朝阳区,管庄（地区）乡,双桥街18号院,高风险
99,2022-11-28 11时,北京市,朝阳区,管庄（地区）乡,西军庄小区11号楼4单元,高风险
100,2022-11-28 11时,北京市,朝阳区,管庄（地区）乡,八里桥南院7号楼1单元,高风险
101,2022-11-28 11时,北京市,朝阳区,管庄（地区）乡,管庄东里25号楼,高风险
102,2022-11-28 11时,北京市,朝阳区,管庄（地区）乡,双桥东路3号院2号楼4单元,高风险
103,2022-11-28 11时,北京市,朝阳区,管庄（地区）乡,管庄梦想之家,高风险
104,2022-11-28 11时,北京市,朝阳区,小关街道,安苑东里1区17号楼1单元,高风险
105,2022-11-28 11时,北京市,朝阳区,小关街道,北四环东路108号千鹤家园6号楼,高风险
106,2022-11-28 11时,北京市,朝阳区,小关街道,惠新里小区232号楼1单元,高风险
107,2022-11-28 11时,北京市,朝阳区,小关街道,惠新西街10号楼,高风险
108,2022-11-28 11时,北京市,朝阳区,小关街道,罗马花园B座,高风险
109,2022-11-28 11时,北京市,朝阳区,小关街道,千鹤家园7号楼,高风险
110,2022-11-28 11时,北京市,朝阳区,小关街道,千鹤家园9号楼,高风险
111,2022-11-28 11时,北京市,朝阳区,小关街道,三川宾馆,高风险
112,2022-11-28 11时,北京市,朝阳区,小关街道,小关东街10号楼3单元,高风险
113,2022-11-28 11时,北京市,朝阳区,小关街道,小关东街10号楼（除3单元）,高风险
114,2022-11-28 11时,北京市,朝阳区,小关街道,小关东里8号院5楼1门,高风险
115,2022-11-28 11时,北京市,朝阳区,小关街道,伊藤洋华堂,高风险
116,2022-11-28 11时,北京市,朝阳区,小关街道,惠新东街盒子酒店,高风险
117,2022-11-28 11时,北京市,朝阳区,小关街道,惠新里202楼1门,高风险
118,2022-11-28 11时,北京市,朝阳区,小关街道,惠新里215号楼,高风险
119,2022-11-28 11时,北京市,朝阳区,小关街道,四环东路104号楼江晶酒店,高风险
120,2022-11-28 11时,北京市,朝阳区,小关街道,小关北里10号楼地下室,高风险
121,2022-11-28 11时,北京市,朝阳区,小关街道,小关东里8号院6楼4门,高风险
122,2022-11-28 11时,北京市,朝阳区,小关街道,惠新里215号楼地下室,高风险
123,2022-11-28 11时,北京市,朝阳区,小关街道,奥东18二号楼4单元,高风险
124,2022-11-28 11时,北京市,朝阳区,小关街道,惠新东街甲15号楼,高风险
125,2022-11-28 11时,北京市,朝阳区,小关街道,惠中园小区2号楼,高风险
126,2022-11-28 11时,北京市,朝阳区,小关街道,小关东街17号院3号楼1单元,高风险
127,2022-11-28 11时,北京市,朝阳区,小关街道,白菊一区17号楼1单元,高风险
128,2022-11-28 11时,北京市,朝阳区,小关街道,高原街7号院1号楼8门,高风险
129,2022-11-28 11时,北京市,朝阳区,小关街道,高原街7号院2号楼,高风险
130,2022-11-28 11时,北京市,朝阳区,小关街道,惠新里203楼4门,高风险
131,2022-11-28 11时,北京市,朝阳区,小关街道,惠新里231号楼7门,高风险
132,2022-11-28 11时,北京市,朝阳区,小关街道,惠新里社区(东区)17号楼2单元,高风险
133,2022-11-28 11时,北京市,朝阳区,小关街道,惠新南里232号楼1单元,高风险
134,2022-11-28 11时,北京市,朝阳区,小关街道,惠新西街罗马花园E座,高风险
135,2022-11-28 11时,北京市,朝阳区,小关街道,罗马花园D座,高风险
136,2022-11-28 11时,北京市,朝阳区,小关街道,千鹤家园11号锐健身,高风险
137,2022-11-28 11时,北京市,朝阳区,小关街道,千鹤家园6号楼,高风险
138,2022-11-28 11时,北京市,朝阳区,小关街道,世纪嘉园3号楼,高风险
139,2022-11-28 11时,北京市,朝阳区,小关街道,西藏中学家属院3号楼1单元,高风险
140,2022-11-28 11时,北京市,朝阳区,小关街道,小关北里14号楼11单元,高风险
141,2022-11-28 11时,北京市,朝阳区,小关街道,小关东里十号院9号楼,高风险
142,2022-11-28 11时,北京市,朝阳区,小关街道,亚朵酒店对外经贸店,高风险
143,2022-11-28 11时,北京市,朝阳区,小关街道,惠新里小区17号楼2单元,高风险
144,2022-11-28 11时,北京市,朝阳区,小关街道,惠新西街18号D座,高风险
145,2022-11-28 11时,北京市,朝阳区,左家庄街道,三源里社区北小街8号楼1单元、2单元,高风险
146,2022-11-28 11时,北京市,朝阳区,左家庄街道,三源里社区新源街22号楼,高风险
147,2022-11-28 11时,北京市,朝阳区,左家庄街道,曙光里21号楼2单元,高风险
148,2022-11-28 11时,北京市,朝阳区,左家庄街道,静安里社区39号楼2单元,高风险
149,2022-11-28 11时,北京市,朝阳区,左家庄街道,顺源里4号楼4单元,高风险
150,2022-11-28 11时,北京市,朝阳区,左家庄街道,左家庄东里7号楼,高风险
151,2022-11-28 11时,北京市,朝阳区,左家庄街道,静安里24号楼3单元,高风险
152,2022-11-28 11时,北京市,朝阳区,左家庄街道,静安里39号楼1单元,高风险
153,2022-11-28 11时,北京市,朝阳区,左家庄街道,三源里7号楼4单元,高风险
154,2022-11-28 11时,北京市,朝阳区,左家庄街道,三源里街20号楼1单元,高风险
155,2022-11-28 11时,北京市,朝阳区,左家庄街道,三源里街2号楼1、2单元,高风险
156,2022-11-28 11时,北京市,朝阳区,左家庄街道,三源里南小街1号楼1单元,高风险
157,2022-11-28 11时,北京市,朝阳区,左家庄街道,左家庄北里38号楼,高风险
158,2022-11-28 11时,北京市,朝阳区,左家庄街道,左家庄北里58号B座领寓,高风险
159,2022-11-28 11时,北京市,朝阳区,左家庄街道,左家庄北里力鸿花园3号楼,高风险
160,2022-11-28 11时,北京市,朝阳区,左家庄街道,左家庄南里2楼,高风险
161,2022-11-28 11时,北京市,朝阳区,垡头街道,翠城福园社区503号楼,高风险
162,2022-11-28 11时,北京市,朝阳区,垡头街道,翠城盛园132号楼4单元,高风险
163,2022-11-28 11时,北京市,朝阳区,垡头街道,双合家园2号院1号楼,高风险
164,2022-11-28 11时,北京市,朝阳区,垡头街道,双合家园3号院2号楼1单元,高风险
165,2022-11-28 11时,北京市,朝阳区,垡头街道,双美家园4号院4号楼1单元,高风险
166,2022-11-28 11时,北京市,朝阳区,垡头街道,翠城盛园131号楼5单元,高风险
167,2022-11-28 11时,北京市,朝阳区,垡头街道,翠城馨园104号楼1单元,高风险
168,2022-11-28 11时,北京市,朝阳区,垡头街道,翠城馨园302号楼7单元,高风险
169,2022-11-28 11时,北京市,朝阳区,垡头街道,翠城馨园307号楼1单元,高风险
170,2022-11-28 11时,北京市,朝阳区,垡头街道,翠成福园万庭公寓8B楼,高风险
171,2022-11-28 11时,北京市,朝阳区,垡头街道,翠成馨园306号楼3单元,高风险
172,2022-11-28 11时,北京市,朝阳区,垡头街道,祈东家园9号楼1单元,高风险
173,2022-11-28 11时,北京市,朝阳区,垡头街道,双合家园4号院6号楼2单元,高风险
174,2022-11-28 11时,北京市,朝阳区,垡头街道,双合家园社区南街1号楼,高风险
175,2022-11-28 11时,北京市,朝阳区,垡头街道,双美家园4号院7号楼1单元,高风险
176,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头北里社区21号院6号楼3单元,高风险
177,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头东里社区东院14排,高风险
178,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头西里社区40号楼3单元,高风险
179,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头西里二区6号楼,高风险
180,2022-11-28 11时,北京市,朝阳区,垡头街道,翠成馨园104楼3单元地下室,高风险
181,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头金蝉北里10号楼,高风险
182,2022-11-28 11时,北京市,朝阳区,垡头街道,翠成馨园103号楼4单元,高风险
183,2022-11-28 11时,北京市,朝阳区,垡头街道,翠成馨园214号楼2单元,高风险
184,2022-11-28 11时,北京市,朝阳区,垡头街道,翠城熙园418号楼,高风险
185,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头东里社区东院1排,高风险
186,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头东里社区西院21排,高风险
187,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头西里二区15楼,高风险
188,2022-11-28 11时,北京市,朝阳区,垡头街道,万庭公寓C4平房,高风险
189,2022-11-28 11时,北京市,朝阳区,垡头街道,翠城雅园社区237号楼,高风险
190,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头西里40号楼2单元,高风险
191,2022-11-28 11时,北京市,朝阳区,垡头街道,垡头西里三区14楼5单元,高风险
192,2022-11-28 11时,北京市,朝阳区,和平街街道,10区22号楼5单元,高风险
193,2022-11-28 11时,北京市,朝阳区,和平街街道,12区10号楼3门,高风险
194,2022-11-28 11时,北京市,朝阳区,和平街街道,13区6号楼2单元,高风险
195,2022-11-28 11时,北京市,朝阳区,和平街街道,15区2号楼,高风险
196,2022-11-28 11时,北京市,朝阳区,和平街街道,15区8号楼,高风险
197,2022-11-28 11时,北京市,朝阳区,和平街街道,东土城路甲3号楼布丁酒店,高风险
198,2022-11-28 11时,北京市,朝阳区,和平街街道,格调美居（龙吉特）酒店,高风险
199,2022-11-28 11时,北京市,朝阳区,和平街街道,皇姑坟14号院2号楼11单元,高风险
200,2022-11-28 11时,北京市,朝阳区,和平街街道,皇姑坟2号楼3单元,高风险
201,2022-11-28 11时,北京市,朝阳区,和平街街道,胜古家园3号楼D座,高风险
202,2022-11-28 11时,北京市,朝阳区,和平街街道,胜古南里10号楼2单元,高风险
203,2022-11-28 11时,北京市,朝阳区,和平街街道,胜古南里29号楼东1单元,高风险
204,2022-11-28 11时,北京市,朝阳区,和平街街道,胜古南里3号楼2单元,高风险
205,2022-11-28 11时,北京市,朝阳区,和平街街道,西苑乙10号楼,高风险
206,2022-11-28 11时,北京市,朝阳区,和平街街道,小黄庄路9号院11楼2单元,高风险
207,2022-11-28 11时,北京市,朝阳区,和平街街道,樱花园5号楼,高风险
208,2022-11-28 11时,北京市,朝阳区,和平街街道,兴化路甲2号院10号楼,高风险
209,2022-11-28 11时,北京市,朝阳区,和平街街道,和平街11区9号楼5单元,高风险
210,2022-11-28 11时,北京市,朝阳区,和平街街道,小黄庄路9号院11号楼1单元,高风险
211,2022-11-28 11时,北京市,朝阳区,和平街街道,樱花园27号楼5单元,高风险
212,2022-11-28 11时,北京市,朝阳区,和平街街道,和平街14区19号楼2单元,高风险
213,2022-11-28 11时,北京市,朝阳区,和平街街道,和平街10区22楼5单元,高风险
214,2022-11-28 11时,北京市,朝阳区,和平街街道,胜古北里20号楼3单元,高风险
215,2022-11-28 11时,北京市,朝阳区,和平街街道,和平西街2号楼,高风险
216,2022-11-28 11时,北京市,朝阳区,和平街街道,和平街12区甲5楼4单元,高风险
217,2022-11-28 11时,北京市,朝阳区,和平街街道,西苑8号楼,高风险
218,2022-11-28 11时,北京市,朝阳区,和平街街道,和平街10区17号楼1单元,高风险
219,2022-11-28 11时,北京市,朝阳区,和平街街道,和平街13区25号楼,高风险
220,2022-11-28 11时,北京市,朝阳区,和平街街道,煤炭科技苑社区13区25号楼,高风险
221,2022-11-28 11时,北京市,朝阳区,和平街街道,和平街十三区27号楼3门,高风险
222,2022-11-28 11时,北京市,朝阳区,和平街街道,樱花园东街7号寰球大厦,高风险
223,2022-11-28 11时,北京市,朝阳区,和平街街道,西苑1号楼7单元,高风险
224,2022-11-28 11时,北京市,朝阳区,和平街街道,国典花园5号楼,高风险
225,2022-11-28 11时,北京市,朝阳区,和平街街道,西苑20号楼3单元,高风险
226,2022-11-28 11时,北京市,朝阳区,和平街街道,汇鑫龙都宾馆,高风险
227,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,11街坊13楼2单元,高风险
228,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,11街坊20楼4单元,高风险
229,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,11街坊22楼3单元,高风险
230,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,大山子南里15号楼4单元,高风险
231,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,大山子西里7楼2单元,高风险
232,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,高家园2区7号楼5单元,高风险
233,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,高家园407楼1单元,高风险
234,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,高家园4区7号楼1单元,高风险
235,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,高家园社区110楼1单元,高风险
236,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,高家园社区306楼1单元,高风险
237,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,高家园四区5号楼4单元,高风险
238,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,晶都国际1号楼,高风险
239,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,酒仙桥南路4号院2号楼3单元,高风险
240,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,乐乎公寓,高风险
241,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,七街坊13号楼2单元,高风险
242,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,七街坊老兵公寓,高风险
243,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,三街坊10号楼1单元,高风险
244,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,三街坊12号楼2单元,高风险
245,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,三街坊3号楼2单元,高风险
246,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,四街坊1号楼3单元,高风险
247,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,四街坊4号楼4单元旁边院子,高风险
248,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,四街坊4楼3单元,高风险
249,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,驼房营电子城小区2楼,高风险
250,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,驼房营西里13号楼,高风险
251,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,驼房营西里1号楼,高风险
252,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,驼房营西里3号楼,高风险
253,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,驼房营西里8号楼,高风险
254,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,一街坊13楼1单元,高风险
255,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,银河湾2号楼4单元,高风险
256,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,兆维平房98栋,高风险
257,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,兆维小区16楼,高风险
258,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,大山子南里10号楼1单元,高风险
259,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,京吉宾馆,高风险
260,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,751园区内燃CLUB公寓,高风险
261,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,驼房营西里小区9号楼,高风险
262,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,高家园302楼5单元,高风险
263,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,798园区秋果酒店,高风险
264,2022-11-28 11时,北京市,朝阳区,酒仙桥街道,酒仙桥十一街坊11号楼2单元,高风险
265,2022-11-28 11时,北京市,朝阳区,八里庄街道,八里庄西里310号楼东侧平房,高风险
266,2022-11-28 11时,北京市,朝阳区,八里庄街道,八里庄西里59号楼,高风险
267,2022-11-28 11时,北京市,朝阳区,八里庄街道,十里堡东里27号楼,高风险
268,2022-11-28 11时,北京市,朝阳区,八里庄街道,慈云寺北里105号楼1单元,高风险
269,2022-11-28 11时,北京市,朝阳区,八里庄街道,红庙北里41号楼1单元,高风险
270,2022-11-28 11时,北京市,朝阳区,八里庄街道,十里堡东里122号楼,高风险
271,2022-11-28 11时,北京市,朝阳区,八里庄街道,延静里中街乙五楼2单元,高风险
272,2022-11-28 11时,北京市,朝阳区,八里庄街道,东恒时代2期D区1号楼2单元,高风险
273,2022-11-28 11时,北京市,朝阳区,八里庄街道,红庙北里71号楼,高风险
274,2022-11-28 11时,北京市,朝阳区,八里庄街道,十里堡东里17号楼1单元,高风险
275,2022-11-28 11时,北京市,朝阳区,八里庄街道,十里堡甲3号院15楼,高风险
276,2022-11-28 11时,北京市,朝阳区,八里庄街道,延静寺村,高风险
277,2022-11-28 11时,北京市,朝阳区,八里庄街道,慈云寺5号楼1单元,高风险
278,2022-11-28 11时,北京市,朝阳区,八里庄街道,八里庄西里408号楼,高风险
279,2022-11-28 11时,北京市,朝阳区,八里庄街道,慈云寺1号楼5单元,高风险
280,2022-11-28 11时,北京市,朝阳区,八里庄街道,慈云寺北里113号楼,高风险
281,2022-11-28 11时,北京市,朝阳区,八里庄街道,甘露园中里青年汇佳园6号楼,高风险
282,2022-11-28 11时,北京市,朝阳区,八里庄街道,甘露园中里幸福大院,高风险
283,2022-11-28 11时,北京市,朝阳区,八里庄街道,嘉信商务楼,高风险
284,2022-11-28 11时,北京市,朝阳区,八里庄街道,玫瑰东方延静中街18号院地下库,高风险
285,2022-11-28 11时,北京市,朝阳区,八里庄街道,凯德锦绣3号楼2单元,高风险
286,2022-11-28 11时,北京市,朝阳区,八里庄街道,东恒时代3期18号楼,高风险
287,2022-11-28 11时,北京市,朝阳区,八里庄街道,红庙北里7号楼3单元,高风险
288,2022-11-28 11时,北京市,朝阳区,八里庄街道,红庙北里50号楼东侧平房,高风险
289,2022-11-28 11时,北京市,朝阳区,八里庄街道,红庙北里40号平房区,高风险
290,2022-11-28 11时,北京市,朝阳区,八里庄街道,十里堡113号楼,高风险
291,2022-11-28 11时,北京市,朝阳区,八里庄街道,八里庄东里52号楼,高风险
292,2022-11-28 11时,北京市,朝阳区,八里庄街道,八里庄东里北巷10号楼,高风险
293,2022-11-28 11时,北京市,朝阳区,八里庄街道,八里庄东里53楼2门,高风险
294,2022-11-28 11时,北京市,朝阳区,八里庄街道,八里庄东里5号楼2单元,高风险
295,2022-11-28 11时,北京市,朝阳区,八里庄街道,十里堡东里108楼,高风险
296,2022-11-28 11时,北京市,朝阳区,八里庄街道,凯泰小区5号楼,高风险
297,2022-11-28 11时,北京市,朝阳区,八里庄街道,慈云寺小区红庙社区北5号楼1单元,高风险
298,2022-11-28 11时,北京市,朝阳区,八里庄街道,十里堡东26号楼南侧小院儿,高风险
299,2022-11-28 11时,北京市,朝阳区,八里庄街道,远洋天地一期56号楼3单元,高风险
300,2022-11-28 11时,北京市,朝阳区,八里庄街道,十里堡东里112号楼,高风险
301,2022-11-28 11时,北京市,朝阳区,首都机场街道,南路东里8号楼2单元,高风险
302,2022-11-28 11时,北京市,朝阳区,首都机场街道,南平里小区27号楼3单元,高风险
303,2022-11-28 11时,北京市,朝阳区,首都机场街道,南平里小区甲3号楼1单元,高风险
304,2022-11-28 11时,北京市,朝阳区,首都机场街道,南平里17号楼3单元,高风险
305,2022-11-28 11时,北京市,朝阳区,首都机场街道,南平里12号楼2单元,高风险
306,2022-11-28 11时,北京市,朝阳区,首都机场街道,南平里12号楼4单元,高风险
307,2022-11-28 11时,北京市,朝阳区,首都机场街道,南平里小区17号楼2单元,高风险
308,2022-11-28 11时,北京市,朝阳区,团结湖街道,北头条7号楼5单元,高风险
